맛집명|주소|영업시간|전화번호|평점|업종|대표사진주소|
모리|인천 중구 운중로48번길 66-5|영업시간 화~토 11:00 ~ 15:00||4.2|돈까스,우동|
카페림|인천 중구 마시란로170번길 45-1|영업시간 수~일 11:30 ~ 20:00||3.8|카페|
탐앤탐스블랙 마시안점|인천 중구 마시란로 109|영업시간 매일 10:00 ~ 22:00|032-746-3731|2.7|커피전문점|
문어부인삼교비|인천 중구 신도시남로142번길 15-1 1층|영업시간 매일 11:00 ~ 03:00|032-746-8520|2.8|육류,고기|
프라이라움|인천 중구 대무의로 233 1층||032-751-4429|3.9|카페|
백년불고기물갈비 신포점|인천 중구 우현로39번길 23-1 1층|영업시간 매일 11:30 ~ 22:00|032-766-1588|4.3|갈비|
가덕도횟집|인천 중구 연안부두로 61|영업시간 매일 10:00 ~ 22:00|032-882-8504|3.4|회|
마더파더|인천 중구 우현로35번길 2|영업시간 매일 17:00 ~ 01:00|032-764-9885|4.8|실내포장마차|
88조개구이|인천 중구 은하수로 1 오션뷰 1층|영업시간 매일 11:00 ~ 23:00||4.1|조개|
공항샤브칼국수|인천 중구 운중로48번길 94 1층|영업시간 화~일 11:00 ~ 21:00|032-751-3337|4.3|샤브샤브|
블루노트 커피 로스터스|인천 중구 우현로67번길 1-3 2층|영업시간 월,화,목,금,토,일 12:00 ~ 20:40|070-7607-8622|4.8|커피전문점|
연안부두끝집|인천 중구 축항대로 80|영업시간 화~일 12:00 ~ 22:00|032-888-2272|5.0|게,대게|
대성불고기|인천 중구 신포로27번길 29-1|영업시간 매일 11:30 ~ 22:00|032-765-4001|3.4|불고기,두루치기|
시골쌈밥|인천 중구 우현로35번길 8|영업시간 월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|032-777-0878|4.4|쌈밥|
ㅊa 차이나타운점|인천 중구 차이나타운로59번길 20|영업시간 토,일 11:00 ~ 22:00|0507-1321-2213|3.5|카페|
야생식당|인천 중구 큰우물로 18 1층|영업시간 월~토 18:00 ~ 24:00|070-4024-9867|4.9|호프,요리주점|
선녀바위횟집|인천 중구 선녀바위로 41|영업시간 매일 10:00 ~ 22:00|032-746-6879|3.1|회|
을왕어촌계|인천 중구 을왕로 82|영업시간 매일 09:00 ~ 20:00|032-746-2769|1.4|조개|
먹고보자호남횟집|인천 중구 월미문화로 95 문타운 1층|영업시간 매일 10:00 ~ 22:00|032-764-5842|2.8|회|
청관|인천 중구 차이나타운로 41-1|영업시간 매일 09:30 ~ 21:30|032-772-5118|2.8|중국요리|
산동만두공갈빵|인천 중구 우현로49번길 33 신포국제시장|영업시간 매일 08:30 ~ 22:00|032-764-3449|3.2|간식|
태영생막창 영종하늘도시점|인천 중구 하늘별빛로65번길 13 세진시티 1층 105~107호|영업시간 화~일 14:00 ~ 00:30|032-752-3683|3.8|곱창,막창|
제주연탄고기 본점|인천 중구 우현로35번길 12-1|영업시간 월~토 16:00 ~ 24:00|032-765-0092|4.3|육류,고기|
파라다이스시티 온더플레이트|인천 중구 영종해안남로321번길 186 호텔파라다이스 1층|영업시간 매일 06:30 ~ 21:30 · 브레이크타임1 매일 10:30 ~ 12:00 · 브레이크타임2 매일 14:30 ~ 18:00|032-729-2200|3.8|뷔페|
바다회집|인천 중구 햇내로안길 14|영업시간 월~토 11:30 ~ 22:30|032-461-9922|4.4|회|
고향농가|인천 중구 백운로 51-15|영업시간 화~일 11:00 ~ 21:00|032-746-0808|4.6|한식|
해송회조개구이|인천 중구 용유서로423번길 25|영업시간 매일 10:00 ~ 23:00|010-7334-9028|3.7|조개|
쏠마레|인천 중구 영종대로566번길 15|영업시간 매일 10:30 ~ 21:30|032-752-0509|4.7|커피전문점|
산동주방|인천 중구 차이나타운로 38|영업시간 매일 10:30 ~ 21:00|032-765-6566|3.9|중식|
카페라봉|인천 중구 용유서로174번길 54 1층|영업시간 토,일 11:00 ~ 21:00|070-4285-8899|5.0|애견카페|
뜻밖의인생|인천 중구 은하수로 28 로데오프라자 3층|영업시간 토,일 11:30 ~ 21:40 · 브레이크타임 토,일 15:00 ~ 16:00|032-751-9677|3.7|이탈리안|
구운몽|인천 중구 신포로35번길 8-1|영업시간 토,일 11:30 ~ 23:30|032-772-9293|4.1|육류,고기|
팔미도해물찜|인천 중구 영종대로196번길 26 2층|영업시간 매일 10:00 ~ 21:30|032-751-7541|4.8|해물,생선|
감자골감자탕 본사직영점|인천 중구 신도시남로141번길 9 2층|영업시간 매일 10:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|032-746-1311|3.8|감자탕|
장어135|인천 중구 모랫말로16번길 13-52|영업시간 매일 11:00 ~ 24:00|032-747-1220|4.4|장어|
취한부엌|인천 중구 햇내로안길 21 1층|영업시간 월,수,목,금,토,일 11:00 ~ 22:00|032-751-2345|4.1|스테이크,립|
호남회센타 6호이모네|인천 중구 연안부두로75번길 22 호남회센타 6호|영업시간 매일 10:00 ~ 02:00|032-887-4140|4.0|회|
용유해변조개구이|인천 중구 마시란로 349|||3.0|조개|
여우네|인천 중구 북성포길 49||032-777-1774|4.0|회|
나인인치커피|인천 중구 논골3길 27|영업시간 토,일 11:00 ~ 21:00|032-751-3551|4.6|카페|
카페블랑|인천 중구 을왕로 28 3, 4층|영업시간 토,일 10:00 ~ 24:00|032-747-1052||카페|
바다의시간|인천 중구 은하수로 12|영업시간 월,화,수,금,토,일 10:00 ~ 22:00||4.6|카페|
낙안|인천 중구 신도시남로141번길 2 대원플라자 202호|영업시간 매일 06:00 ~ 22:00|032-751-1253|3.3|육류,고기|
을왕리오늘조개구이|인천 중구 을왕로 14 1층|영업시간 금~일 11:00 ~ 02:00||2.0|조개|
마시안홍도회집|인천 중구 마시란로 147 1, 2층|영업시간 매일 09:00 ~ 24:00|032-746-7801|2.6|회|
신포동식당|인천 중구 신포로27번길 24-1|영업시간 매일 15:00 ~ 24:00|032-766-2002|4.0|육류,고기|
개성손만두 신포점|인천 중구 홍예문로 7 포트뷰오피스텔 1층 103호|영업시간 매일 11:00 ~ 22:00|032-765-3636|3.0|분식|
고기명가 서서갈비|인천 중구 모랫말로16번길 13-47|영업시간 화~일 11:30 ~ 22:00 · 브레이크타임 화~일 17:00 ~ 18:00|032-752-7613|4.1|육류,고기|
대창반점|인천 중구 차이나타운로 49|영업시간 매일 11:00 ~ 21:00|032-772-0937|3.7|중국요리|
도시어부|인천 중구 신도시남로141번길 14|영업시간 매일 15:00 ~ 03:00||2.6|해물,생선|
어메이징대디|인천 중구 영종진광장로 102 1~4층|영업시간 매일 10:00 ~ 22:00|032-746-8857|3.3|카페|
국수평천하 인천본점|인천 중구 신포로27번길 21-1 1층|영업시간 화~토 11:00 ~ 21:00|032-766-9259|4.9|국수|
버거킹 영종하늘도시DT점|인천 중구 자연대로 55|영업시간 매일 09:00 ~ 23:00|032-747-0340|3.9|패스트푸드|
문차이나|인천 중구 차이나타운로 20|영업시간 매일 10:30 ~ 21:30|032-881-4096|2.8|중국요리|
전동떡집|인천 중구 홍예문로68번길 23|영업시간 매일 08:00 ~ 13:00|032-772-2553|4.3|떡,한과|
엠엠에스커피|인천 중구 화랑목로100번길 69|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|070-8800-4331|5.0|카페|
여수횟집|인천 중구 을왕로 64|영업시간 매일 10:00 ~ 21:00|032-746-1051|3.0|회|
연화리가는길|인천 중구 영종진광장로 46 마린파크 1층|영업시간 금,토 11:00 ~ 21:30|032-746-4014|4.4|조개|
타카이타이|인천 중구 우현로35번길 24-3 2층|영업시간 화~일 11:30 ~ 22:00|032-765-5576|4.6|아시아음식|
체이스커피|인천 중구 운서로7번길 49 1층|영업시간 매일 12:00 ~ 21:00|032-751-1120|4.0|카페|
철이네물회전문점|인천 중구 마시란로 51-8||032-752-3060|2.7|회|
원조개성집|인천 중구 우현로39번길 5-1 1층||032-777-1398|0.0|한식|
카페아테리토|인천 중구 은하수로 1 오션뷰빌딩 9층 902호|영업시간 월,수,목,금,토,일 10:00 ~ 21:00||3.2|카페|
유니커스|인천 중구 운남서로 74||070-4042-8525|5.0|카페|
카페엔느|인천 중구 연안부두로 36||032-881-2080|3.0|커피전문점|
곡가|인천 중구 자유공원남로 3|영업시간 월,수,목,금,토,일 11:00 ~ 19:00 · 브레이크타임 월,수,목,금,토,일 14:00 ~ 17:00|032-772-9555|4.8|중국요리|
다복집|인천 중구 연안부두로 16 해양센터 2층|영업시간 매일 09:00 ~ 21:00|032-887-4488|4.3|회|
신공항회조개구이|인천 중구 을왕로 26|매일 00:00 ~ 24:00|032-746-7144|1.5|조개|
신포야채치킨 본점|인천 중구 우현로49번길 25 5호|영업시간 화~일 11:00 ~ 22:00|032-772-5357|2.6|치킨|
우화미|인천 중구 개항로 11|영업시간 매일 10:00 ~ 22:00|032-777-6100|2.3|한식|
만남의집|인천 중구 제물량로 261 1층||032-766-8432|4.9|해물,생선|
평상인제빵소|인천 중구 영종진광장로 46 마린파크 1층 121호~125호|영업시간 매일 10:00 ~ 22:00|032-751-6668|4.0|제과,베이커리|
소불고기 우렁쌈밥|인천 중구 용유서로 532||032-751-2420|3.9|불고기,두루치기|
복림원|인천 중구 신포로23번길 102|영업시간 월,화,목,금,토,일 11:30 ~ 20:30 · 브레이크타임 월,화,목,금,토,일 14:00 ~ 17:00|032-773-8778|3.9|중국요리|
고기원칙 영종하늘도시점|인천 중구 하늘별빛로65번길 7-9|영업시간 토,일 13:00 ~ 02:00|032-752-9289|4.7|육류,고기|
신포우리만두 신포동점|인천 중구 제물량로166번길 29 1층|영업시간 매일 10:00 ~ 22:00|032-772-4958|2.4|분식|
홍굴이해물짬뽕 월미점|인천 중구 월미로234번길 6||032-763-5700|4.1|중국요리|
랑데자뷰 영종 구읍뱃터|인천 중구 은하수로 1 8층|영업시간 매일 10:00 ~ 22:00|032-710-0950|4.3|카페|
브레댄코 영종구읍뱃터점|인천 중구 은하수로 1 10층|영업시간 매일 10:00 ~ 21:00|032-752-8363|3.6|제과,베이커리|
휄리스|인천 중구 홍예문로 56 2층|영업시간 수,목,토,일 11:30 ~ 22:00|032-777-6992|4.7|양식|
깡왕새우튀김전문점|인천 중구 은하수로29번길 48|영업시간 화~일 11:00 ~ 23:00||3.0|분식|
라즈인도요리|인천 중구 흰바위로59번길 8 2층|영업시간 매일 11:00 ~ 22:00|032-746-7436|4.8|인도음식|
마냥집 인천점|인천 중구 개항로 20-1|영업시간 매일 17:00 ~ 24:00|032-772-3786|4.0|실내포장마차|
몬몬이야|인천 중구 용유서로2번길 14|영업시간 매일 10:30 ~ 21:00||3.9|카페|
인현통닭삼계탕|인천 중구 참외전로 134|영업시간 화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 16:30|032-772-8487|4.0|삼계탕|
영종원조국수집|인천 중구 운중로48번길 9|영업시간 매일 09:00 ~ 19:00|0507-1340-3969|3.4|국수|
개성집|인천 중구 신포로23번길 65 1층|토요일|032-763-7070|3.4|국수|
카페뮈|인천 중구 대무의로 26-9 1,2층|영업시간 매일 10:00 ~ 20:00|032-747-0605|4.3|카페|
라즈 인천공항점|인천 중구 공항로424번길 72 IBC디오빌 109호|영업시간 매일 11:30 ~ 22:00|032-743-0040|4.9|인도음식|
신광명회식당|인천 중구 대무의로 330 1층||010-6335-9880|4.6|회|
소풀이영종도양평해장국|인천 중구 모랫말로5번길 3 1층|영업시간 매일 06:00 ~ 22:00|032-751-5666|5.0|해장국|
전주명가콩나물국밥 영종도점|인천 중구 하늘별빛로65번길 8-23 1층 105~107호|매일 00:00 ~ 24:00|032-752-4005|3.2|국밥|
경미루|인천 중구 제물량로113번길 22-11||032-762-7322|3.7|중국요리|
비치카페라군|인천 중구 용유서로423번길 29 2층|영업시간 토,일 11:00 ~ 22:00|032-751-6881|4.0|카페|
신돌판시대 동인천점|인천 중구 참외전로 131-24|영업시간 매일 16:00 ~ 24:00|032-772-9887|5.0|육류,고기|
타르트야 신포시장본점|인천 중구 우현로49번길 32-1|영업시간 화~일 11:00 ~ 21:00|070-8829-4510|4.6|제과,베이커리|
중앙옥|인천 중구 신포로15번길 34-1|영업시간 월~토 09:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00|032-773-2433|4.0|설렁탕|
등대경양식|인천 중구 제물량로 190 1층|영업시간 월,화,목,금,토,일 11:40 ~ 21:30 · 브레이크타임 월,화,목,금,토,일 16:00 ~ 17:00|032-773-3473|1.6|양식|
카페륙|인천 중구 공항서로 419 1, 2층|영업시간 매일 10:00 ~ 22:00||4.9|카페|
별미양꼬치|인천 중구 우현로35번길 13|영업시간 월~토 15:00 ~ 22:00|032-773-6266|2.2|양꼬치|
초록카페|인천 중구 대무의로502번길 2|||4.0|카페|
신흥부대고기|인천 중구 서해대로449번길 10 신흥빌딩 1층|영업시간 매일 10:00 ~ 22:00|032-884-8858|4.5|찌개,전골|
통영해물뚝배기|인천 중구 화랑목로 40-24|영업시간 화~일 10:30 ~ 21:30|032-751-0889|5.0|해물,생선|
초밥코리아 영종도점|인천 중구 운서2로68번길 21 102,103호|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|032-747-0477|3.4|초밥,롤|
돈사돈 영종직영점|인천 중구 하늘별빛로65번길 19 센타프라자 103,104호|영업시간 월,화,목,금,토,일 12:00 ~ 22:50|032-751-8980|4.9|삼겹살|
바나나커피|인천 중구 마시란로 118|영업시간 토,일 10:00 ~ 20:00||2.9|커피전문점|
스타벅스 인천공항랜드점|인천 중구 공항로 272 여객터미널 지하1층 2-40-02구역|영업시간 매일 06:30 ~ 22:00|1522-3232|3.2|커피전문점|
서당골막국수|인천 중구 중산로29번길 50-20|영업시간 월,화,수,금,토,일 11:30 ~ 20:30 · 브레이크타임 월,화,수,금,토,일 15:30 ~ 17:30||4.3|냉면|
기노스코 개항점|인천 중구 개항로 65|영업시간 화~일 12:00 ~ 22:00||3.9|카페|
단해|인천 중구 영종대로 120 2층|영업시간 월~토 10:30 ~ 22:00|032-746-1472|3.4|오리|
이뜰리|인천 중구 우현로39번길 2-1 1층|영업시간 화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 17:00|0507-1476-5282|4.7|양식|
명진일식|인천 중구 신포로23번길 21||032-772-8833|3.0|일식집|
보길도|인천 중구 을왕로 60|영업시간 매일 10:00 ~ 05:00|032-746-3686|3.2|회|
만리궁|인천 중구 용유서로 499|영업시간 월,수,목,금,토,일 10:00 ~ 21:00|032-746-1101|4.3|중국요리|
향원|인천 중구 신포로15번길 6-1|영업시간 매일 11:00 ~ 22:00|032-772-1688|3.6|중국요리|
하늘채|인천 중구 신포로39번길 4|영업시간 화~일 10:00 ~ 21:30|032-773-3392|4.0|한식|
팟알|인천 중구 신포로27번길 96-2|영업시간 매일 10:30 ~ 19:00|032-777-8686|3.8|카페|
번영횟집|인천 중구 하나개로 151-8|매일 00:00 ~ 24:00|032-752-7250|5.0|회|
중국제과담|인천 중구 차이나타운로 39-1|영업시간 매일 10:00 ~ 21:00|010-9522-8384|4.1|제과,베이커리|
떳다수산마켓 싱싱종합어시장|인천 중구 자연대로 47||032-746-0789|5.0|회|
연백식당|인천 중구 연안부두로 16 인천해양센터 1층 51,52호|영업시간 매일 09:00 ~ 20:30|032-883-4709|4.0|해물,생선|
숙성참치모로모로|인천 중구 은하수로 14 영종하늘시티 4층 401호|영업시간 화~일 12:00 ~ 24:00 · 브레이크타임 토,일 16:00 ~ 17:00|032-752-1211|4.5|참치회|
반반|인천 중구 신포로15번길 68|영업시간 월~토 17:30 ~ 24:00||4.0|술집|
길상|인천 중구 자연대로 47 대지스타타워2 2층|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|032-747-1918|4.5|중국요리|
청춘조개 월미도직영점|인천 중구 월미문화로 21-2 2층|영업시간 금,토 10:00 ~ 02:00||4.0|조개|
제주둘레국수 영종도점|인천 중구 영종대로 166|영업시간 매일 11:00 ~ 22:00|070-4042-9975|3.5|국수|
월미도레미|인천 중구 월미문화로 35 2층|영업시간 매일 11:00 ~ 02:00|010-5645-4868|3.4|커피전문점|
카페알로라|인천 중구 넙디로 42 1층|영업시간 매일 11:00 ~ 22:00|032-746-7989|4.3|카페|
원조밴댕이|인천 중구 연안부두로 41-1 1층|영업시간 화~일 08:00 ~ 20:00|032-883-0280|5.0|해물,생선|
강릉회센타조개구이|인천 중구 을왕로 56||032-746-9945|1.9|회|
동방식당|인천 중구 제물량로241번길 28|영업시간 매일 06:00 ~ 20:50|032-762-2269|4.0|한식|
램프로양꼬치|인천 중구 하늘별빛로65번길 11|영업시간 월,수,목,금,토,일 11:30 ~ 02:00|032-751-1688|4.6|양꼬치|
카페A|인천 중구 을왕로 54|||2.5|카페|
형제들감자탕|인천 중구 하늘달빛로 78|매일 00:00 ~ 24:00|032-746-9778|4.5|한식|
탑숯불갈비|인천 중구 신포로23번길 31|매일 00:00 ~ 24:00|032-764-6289|3.0|갈비|
고기배문성5호|인천 중구 도원로14번길 8|영업시간 월~토 11:00 ~ 22:00|032-883-9339|5.0|해물,생선|
세아숯불갈비|인천 중구 하늘중앙로 231||032-751-9637|3.0|갈비|
안씨안씨|인천 중구 운중로 213 1층||032-653-0077|3.8|한식뷔페|
오노고로|인천 중구 개항로 104|영업시간 토,일 14:00 ~ 01:00||3.9|일식|
원조1호공항마을|인천 중구 용유로21번길 13-1|영업시간 월,화,목,금,토,일 09:00 ~ 21:00|032-746-3004|3.5|해물,생선|
누에종|인천 중구 영종진광장로 32 오션솔레뷰호텔 2층 203, 204호|영업시간 매일 10:00 ~ 20:00|010-5847-1807|4.7|커피전문점|
전망대가든|인천 중구 용유서로 262-5||032-752-7771|3.0|한정식|
커피정|인천 중구 화랑목로 70-8 1층|영업시간 매일 10:00 ~ 23:00|070-7630-9030|3.9|카페|
광판팔뚝김밥 인천공항점|인천 중구 남북로87번길 152 1층|영업시간 매일 09:00 ~ 20:00|032-746-5552|4.9|분식|
전주해장국참숯불갈비|인천 중구 용유서로 287||032-746-7080|3.7|해장국|
희래객|인천 중구 차이나타운로 42|영업시간 매일 10:30 ~ 21:30|032-777-3335|3.8|중국요리|
백령도냉면 가을면옥|인천 중구 서해대로454번길 14-1|영업시간 매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00|032-888-9662|5.0|냉면|
달쭈꾸미|인천 중구 월미문화로 39 1층|영업시간 월,화,목,금,토,일 11:30 ~ 22:00|1544-2461|4.1|해물,생선|
흑산도회식당|인천 중구 신도시남로142번길 5 신비프라자 103호||032-751-5858|3.9|회|
청년곱창 영정도운서역점|인천 중구 햇내로28번길 10 1층|||0.0|곱창,막창|
은성네 갈매기|인천 중구 용유로21번길 35|영업시간 매일 10:00 ~ 21:00|032-746-3140|4.1|국수|
새집칼국수|인천 중구 우현로90번길 39||032-772-8333|3.7|국수|
마마님|인천 중구 공항로424번길 66||032-743-9229|1.9|한식|
해궁|인천 중구 서해대로93번길 8 2층||032-886-9688|4.4|해물,생선|
후타고라멘|인천 중구 우현로67번길 1-1|영업시간 월~토 11:00 ~ 20:00 · 브레이크타임 월~토 15:30 ~ 17:00|032-777-5570|4.7|일본식라면|
카페보름달밤|인천 중구 개항로 91 2층 202호|영업시간 매일 11:30 ~ 22:00 · 브레이크타임 토,일 16:00 ~ 17:00||4.3|카페|
스타벅스 인천공항중앙점|인천 중구 공항로 272 인천국제공항여객터미널 FB P5 73|매일 00:00 ~ 0:00|1522-3232|3.3|커피전문점|
마시안휴게소|인천 중구 마시란로 300|영업시간 토 11:00 ~ 22:00||4.0|카페|
아울스커피|인천 중구 용유서로 140-2|영업시간 매일 11:00 ~ 20:00|0507-1379-3124|4.2|카페|
이모네|인천 중구 을왕로 38-1|매일 00:00 ~ 24:00||1.4|조개|
전라도똑소리 상다리가뿌러져|인천 중구 연안부두로75번길 27-2|영업시간 매일 10:00 ~ 24:00|032-889-9997|4.5|회|
명동식당|인천 중구 답동로30번길 25||032-765-5668|4.7|한식|
황금손해물칼국수 무의점|인천 중구 대무의로 309-17|영업시간 매일 10:00 ~ 19:20|032-752-0633|4.1|국수|
카페봉구|인천 중구 백운로228번길 100|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|070-7706-3090|4.4|카페|
개항당|인천 중구 개항로 107|영업시간 수~일 09:00 ~ 21:00||4.8|카페|
장모님집|인천 중구 마시란로 7|영업시간 매일 09:00 ~ 21:00|032-747-1212|2.2|한정식|
경복궁개성손만두 운남점|인천 중구 운중로 103 1층 2호|영업시간 매일 11:00 ~ 22:00|032-752-5292|3.8|찌개,전골|
유정집|인천 중구 화랑목로100번길 39 와이디캐슬 1층 102~104호|영업시간 화~일 11:00 ~ 15:00|032-752-2345|4.2|국수|
노을가든백숙|인천 중구 백운로 499|영업시간 매일 11:00 ~ 22:00|032-746-5253|4.7|삼계탕|
태림봉|인천 중구 차이나타운로59번길 23||032-763-1688|3.1|중국요리|
지미스|인천 중구 하늘달빛로 80 LS타워 202호|영업시간 월,수,목,금,토,일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 14:30 ~ 17:00|032-746-0588|4.8|이탈리안|
미애네칼국수 3호점|인천 중구 잠진도길 20|영업시간 매일 09:30 ~ 21:00|032-752-4488|3.4|국수|
바다횟집|인천 중구 을왕로 24-1|영업시간 토,일 10:00 ~ 23:00|032-752-2440|4.5|회|
움식당|인천 중구 답동로12번길 21|영업시간 월,수,목,금,토,일 11:30 ~ 21:30 · 브레이크타임 월,수,목,금,토,일 15:30 ~ 16:30|032-777-5060|3.8|한식|
어반|인천 중구 운중로 124|영업시간 매일 11:00 ~ 21:30||4.5|해물,생선|
해남회조개구이|인천 중구 을왕로58번길 2-1|영업시간 매일 10:30 ~ 23:50||2.4|조개|
생생손칼국수|인천 중구 마시란로 47 덕교동근린생활시설 1층 105,106호|영업시간 월,수,목,금,토,일 09:30 ~ 21:00|032-221-1256|4.2|국수|
백년식당서서갈비 신포점|인천 중구 제물량로166번길 1-27||032-765-9252|5.0|갈비|
또와돌솥밥순대국 1호점|인천 중구 신도시남로141번길 5-12|영업시간 월~토 09:30 ~ 23:00|032-746-8961|4.8|순대|
월미 본점|인천 중구 홍예문로 21 1,2층|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00||3.0|일식|
또와순대국 5호점|인천 중구 영종대로162번길 20 1층 108호|토요일|032-751-2985|3.3|순대|
카페더꿈|인천 중구 반달로14번길 14 더꿈빌딩 2층||032-765-1777|4.0|카페|
통큰회조개창고|인천 중구 영종진광장로 52 1층 101,102호|영업시간 월,화,목,금,토,일 10:30 ~ 24:00||5.0|조개|
그릴드버거|인천 중구 운서로7번길 10 1층 101호|영업시간 매일 11:00 ~ 20:30|032-746-5050|4.7|햄버거|
돌판김치생삼겹한점 영종도점|인천 중구 영종대로 100 신성하우스빌 1층 108호|영업시간 매일 14:00 ~ 23:00|032-751-9911|3.4|육류,고기|
카페파랑돌|인천 중구 송학로 53|영업시간 매일 12:00 ~ 23:00|032-761-7829|3.7|카페|
송도회집 조개구이랑칼국수|인천 중구 월미문화로 27-1|영업시간 매일 09:00 ~ 22:00|032-764-5454|3.5|조개|
불타는조개구이|인천 중구 연안부두로 45||032-884-2678|4.7|조개|
영종도왕새우칼국수|인천 중구 중산로 39-54 1층|영업시간 매일 11:00 ~ 22:30|010-3144-3211|5.0|조개|
어부의집|인천 중구 남북로142번길 2|영업시간 화~일 11:00 ~ 20:30|0507-1497-9317|4.8|회|
할리스 영종하늘도시점|인천 중구 하늘달빛로 90-21|금,토요일|032-752-1761|3.3|커피전문점|
바다앞라면집|인천 중구 은하수로 10 더 테라스프라자 112호|영업시간 매일 10:30 ~ 22:00|032-746-9848|1.6|분식|
꼬니네회조개|인천 중구 용유서로423번길 14 1층|영업시간 매일 11:00 ~ 22:00|032-746-2462|4.3|조개|
88뼈해장국|인천 중구 운중로 175 1층|영업시간 월,수,목,금,토,일 09:00 ~ 23:00|032-751-8828|4.8|해장국|
해신장보고|인천 중구 마시란로 343|영업시간 매일 10:00 ~ 02:00||2.3|조개|
신포닭발|인천 중구 우현로39번길 23 1층|영업시간 매일 18:00 ~ 24:00|032-773-4773|3.7|닭요리|
하루돈까스 을왕본점|인천 중구 용유서로 533|영업시간 매일 10:00 ~ 21:30|032-746-7755|2.7|돈까스,우동|
투썸플레이스 인천영종운서점|인천 중구 햇내로28번길 10 1,2층|영업시간 매일 09:00 ~ 23:30|032-751-1201|2.8|커피전문점|
동신해물촌|인천 중구 연안부두로 27||032-889-2828|4.9|회|
거잠포 횟집|인천 중구 영종해안남로 32|영업시간 매일 10:00 ~ 02:00|032-752-3235|3.1|회|
월미민속주점|인천 중구 북성동1가 98-496|매일 00:00 ~ 24:00|032-773-8560|5.0|조개|
벽돌집|인천 중구 우현로83번길 10 1층|영업시간 토,일 18:00 ~ 05:00||5.0|호프,요리주점|
범산목장 인천왕산해수욕장점|인천 중구 용유서로423번길 15 101호|영업시간 매일 11:00 ~ 20:00||4.6|카페|
투썸플레이스 동인천역점|인천 중구 우현로87번길 2 2층|영업시간 매일 09:30 ~ 23:30|032-762-1080|4.0|커피전문점|
해상궁|인천 중구 마시란로 411|영업시간 월,수,목,금,토,일 11:00 ~ 21:00|032-752-3303|4.4|해물,생선|
은성네원주민조개구이|인천 중구 마시란로 343|영업시간 토,일 09:00 ~ 24:00|010-5539-1203|5.0|조개|
장안삼계탕|인천 중구 신도시남로141번길 2 2층|영업시간 매일 10:30 ~ 21:30|032-752-1472|4.5|삼계탕|
인천국제공항 제2여객터미널 마티나라운지|인천 중구 운서동 2868 4층||032-743-5050|3.5|뷔페|
예닮곤드레밥|인천 중구 운서로7번길 14|영업시간 월~토 11:00 ~ 21:00|032-752-3223|4.6|한정식|
충무식당|인천 중구 연안부두로 16 2층||032-883-2257|4.5|회|
카페뱃터|인천 중구 은하수로 1 오션뷰 7층 703~706호|영업시간 매일 10:00 ~ 21:00|||카페|
비다|인천 중구 자연대로567번길 14-24 1층|영업시간 화~일 11:00 ~ 20:00||4.4|카페|
영이네물회전문점|인천 중구 예단포1로 2-10 11호|영업시간 화~일 10:30 ~ 21:00|032-752-1137|4.7|회|
취화선|인천 중구 자연대로 40 2층 207,208호|영업시간 매일 11:00 ~ 20:30|032-752-3360|3.2|중국요리|
실미도횟집|인천 중구 큰무리로 117|영업시간 매일 08:00 ~ 22:00|032-752-2007|4.4|회|
을왕리300도씨해물갈비|인천 중구 공항서로 601-1 1층|영업시간 매일 11:00 ~ 21:00|032-752-3588|3.8|갈비|
이그니토 커피컴퍼니|인천 중구 개항로 107-4 1~3층|영업시간 매일 12:00 ~ 22:00|070-7729-0900||커피전문점|
동동이네|인천 중구 우현로67번길 33|영업시간 월~토 16:00 ~ 02:00|032-773-7366|4.7|한식|
도래순|인천 중구 신포로15번길 68-1|영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00|032-766-3907|4.4|중국요리|
써브웨이 인천운서메가스타점|인천 중구 신도시남로142번길 6|영업시간 매일 08:00 ~ 22:00|032-746-4538|2.5|샌드위치|
이화순대국|인천 중구 신도시남로149번길 1||032-752-8508|4.3|순대|
바닷가소나무 본점|인천 중구 잠진도길 55|영업시간 토 10:00 ~ 22:00||1.5|조개|
전주식당|인천 중구 을왕로 40|||3.7|삼겹살|
개똥이네조진다|인천 중구 용유서로423번길 34 1층|영업시간 매일 10:00 ~ 22:00|032-751-7486|3.7|조개|
백운정오리세상|인천 중구 운중로13번길 12|영업시간 화~일 11:00 ~ 21:00|032-752-7141|4.3|오리|
인천국제공항 제1여객터미널 스카이허브라운지 서편|인천 중구 공항로 272 4층|영업시간 매일 07:00 ~ 22:00|032-743-4811|0.0|뷔페|
